origin_location_code,destination_location_code,departure_date,adults,currency,total,base,validatingAirlineCodes,distance,duration
CDG,TLV,2022-11-01,1,EUR,137.30,39.00,SN,4545060,170929
CDG,TLV,2022-11-01,1,EUR,148.36,39.00,SN,4545060,170929
CDG,TLV,2022-11-01,1,EUR,155.25,58.00,LO,4545060,170929
CDG,TLV,2022-11-01,1,EUR,155.78,17.00,RJ,4545060,170929
CDG,TLV,2022-11-01,1,EUR,164.00,83.00,A3,4545060,170929
CDG,TLV,2022-11-01,1,EUR,167.01,68.00,AZ,4545060,170929
CDG,TLV,2022-11-01,1,EUR,185.69,68.00,AZ,4545060,170929
CDG,TLV,2022-11-01,1,EUR,187.00,106.00,A3,4545060,170929
CDG,TLV,2022-11-01,1,EUR,188.85,47.00,TK,4545060,170929
CDG,TLV,2022-11-01,1,EUR,200.25,103.00,LO,4545060,170929
CDG,TLV,2022-11-01,1,EUR,207.78,146.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,210.69,83.00,AZ,4545060,170929
CDG,TLV,2022-11-01,1,EUR,217.01,85.00,AZ,4545060,170929
CDG,TLV,2022-11-01,1,EUR,228.78,167.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,253.25,156.00,LO,4545060,170929
CDG,TLV,2022-11-01,1,EUR,267.01,135.00,AZ,4545060,170929
CDG,TLV,2022-11-01,1,EUR,270.13,180.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,293.42,198.00,LX,4545060,170929
CDG,TLV,2022-11-01,1,EUR,296.33,198.00,OS,4545060,170929
CDG,TLV,2022-11-01,1,EUR,299.92,211.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,300.72,211.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,302.89,198.00,LH,4545060,170929
CDG,TLV,2022-11-01,1,EUR,304.92,216.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,305.72,216.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,307.18,126.00,SN,4545060,170929
CDG,TLV,2022-11-01,1,EUR,345.33,234.00,LH,4545060,170929
CDG,TLV,2022-11-01,1,EUR,358.18,150.00,SN,4545060,170929
CDG,TLV,2022-11-01,1,EUR,358.72,269.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,364.72,275.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,380.89,276.00,LH,4545060,170929
CDG,TLV,2022-11-01,1,EUR,400.72,311.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,405.72,316.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,426.90,216.00,MS,4545060,170929
CDG,TLV,2022-11-01,1,EUR,524.00,469.00,IB,4545060,170929
CDG,TLV,2022-11-01,1,EUR,556.57,350.00,AT,4545060,170929
CDG,TLV,2022-11-01,1,EUR,699.62,502.00,EK,4545060,170929
CDG,TLV,2022-11-01,1,EUR,886.80,618.00,ET,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1133.35,1028.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1157.82,1043.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1169.85,1094.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1170.65,1094.00,AF,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1224.26,1103.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1285.73,1157.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1338.26,1205.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,1505.91,1340.00,LY,4545060,170929
CDG,TLV,2022-11-01,1,EUR,2189.53,2050.00,LO,4545060,170929
