origin_location_code,destination_location_code,departure_date,adults,currency,total,base,validatingAirlineCodes,distance,duration
TLV,LHR,2022-11-01,1,EUR,129.61,17.00,AZ,4890586,186761
TLV,LHR,2022-11-01,1,EUR,148.29,17.00,AZ,4890586,186761
TLV,LHR,2022-11-01,1,EUR,173.29,42.00,AZ,4890586,186761
TLV,LHR,2022-11-01,1,EUR,186.60,57.00,TP,4890586,186761
TLV,LHR,2022-11-01,1,EUR,195.81,125.00,A3,4890586,186761
TLV,LHR,2022-11-01,1,EUR,230.81,160.00,A3,4890586,186761
TLV,LHR,2022-11-01,1,EUR,246.74,165.00,SN,4890586,186761
TLV,LHR,2022-11-01,1,EUR,257.80,165.00,SN,4890586,186761
TLV,LHR,2022-11-01,1,EUR,260.74,171.00,SN,4890586,186761
TLV,LHR,2022-11-01,1,EUR,261.45,163.00,AF,4890586,186761
