origin_location_code,destination_location_code,departure_date,adults,currency,total,base,validatingAirlineCodes,distance,duration,duration_in_traffic
TLV,HEL,2022-11-01,1,EUR,1936.79,1830.00,LY,5061378,207382,Null
TLV,HEL,2022-11-01,1,EUR,4336.22,4241.00,AY,5061378,207382,Null
TLV,HEL,2022-11-01,1,EUR,5765.52,5709.00,AY,5061378,207382,Null
TLV,CTA,2022-11-01,1,EUR,163.06,69.00,AZ,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,181.74,69.00,AZ,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,206.74,94.00,AZ,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,330.52,262.00,LY,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,346.93,271.00,LY,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,391.81,271.00,AF,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,453.82,308.00,TK,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,458.82,313.00,TK,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,549.46,428.00,LH,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,606.18,450.00,FZ,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,767.25,601.00,EK,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,963.25,797.00,EK,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,1186.36,1051.00,LY,3547197,164839,Null
TLV,CTA,2022-11-01,1,EUR,1195.25,1042.00,LY,3547197,164839,Null
